Ano Fase,Fase Estat,Chamada Divulgação,Instituição Beneficiária Macro,UF Instituição Benef Macro,Grande Área,Área,Qtd Propostas,Total Geral (R$),,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Fisiologia,SP,Ciências Biológicas,Fisiologia,1,145000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Fitopatologia,DF,Ciências Agrárias,Agronomia,1,88820,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Fonoaudiologia,SP,Ciências da Saúde,Fonoaudiologia,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Fruticultura,BA,Ciências Agrárias,Agronomia,1,80000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Genetica,SP,Ciências Biológicas,Genética,3,314590,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Geofisica,RJ,Ciências Exatas e da Terra,Geociências,2,79892,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Geologia,SP,Ciências Exatas e da Terra,Geociências,2,183000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Geologia Nucleo Brasilia,DF,Ciências Exatas e da Terra,Geociências,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Geriatria e Gerontologia,RJ,Ciências da Saúde,Medicina,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Hematologia e Hemoterapia,RJ,Ciências da Saúde,Medicina,1,235000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Historia da Educacao,PR,Ciências Humanas,Educação,1,52134,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Historia da Matematica,SP,Ciências Humanas,Educação,1,75000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Imunologia,SP,Ciências Biológicas,Imunologia,1,99000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Informatica em Saude,SP,Outra,Multidisciplinar,1,109100,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Investigacao Neurologica,PR,Ciências da Saúde,Medicina,1,14635,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Mastozoologia,RJ,Ciências Biológicas,Genética,1,14500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Matematica Aplicada e Computacional,SP,Ciências Exatas e da Terra,Matemática,3,159067,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Medicina de Familia e Comunidade,RS,Ciências da Saúde,Medicina,1,29373,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Medicina Tropical,DF,Ciências da Saúde,Medicina,1,149817,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Medicina Veterinaria,DF,Ciências Agrárias,Zootecnia,1,100000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Melhoramento Animal,MG,Ciências Agrárias,Zootecnia,1,136650,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Meteorologia,RJ,Ciências Exatas e da Terra,Geociências,1,149721,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Microbiologia,SP,Ciências Biológicas,Microbiologia,1,63000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Microeletronica,SP,Engenharias,Engenharia Elétrica,1,47000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Microondas e Optoeletronica,SP,Engenharias,Engenharia Elétrica,1,79064,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Microscopia e Microanalise,RJ,Ciências Biológicas,Parasitologia,1,14030,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Microscopia e Microanalise,RJ,Engenharias,Engenharia de Materiais e Metalúrgica,2,60500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Microscopia e Microanalise,RJ,Engenharias,Engenharia Elétrica,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Neurociencias e Comportamento,SP,Ciências Biológicas,Farmacologia,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Neurociencias e Comportamento,SP,Ciências Biológicas,Fisiologia,1,33405,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Oncologia Pediatrica,SP,Ciências da Saúde,Medicina,1,137718,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Ornitologia,BA,Ciências Biológicas,Zoologia,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Otorrinolaringologia,RJ,Ciências da Saúde,Medicina,1,149000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Pesquisa Historica,RS,Ciências Humanas,História,1,37925,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Pesquisa Operacional,RJ,Engenharias,Engenharia de Produção,2,65000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Pesquisadores em Jornalismo,DF,Ciências Sociais Aplicadas,Comunicação,2,35000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Plancton,PE,Ciências Biológicas,Ecologia,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Plantas Medicinais,SP,Ciências da Saúde,Farmácia,1,134714,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Pneumologia e Tisiologia,DF,Ciências da Saúde,Medicina,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Psicologia,SP,Ciências Humanas,Psicologia,1,144215,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Quimica,SP,Ciências Biológicas,Biofísica,1,46883,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Quimica,SP,Ciências Exatas e da Terra,Química,4,178346,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Radioterapia - Sao Paulo,SP,Ciências da Saúde,Medicina,1,83130,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Reproducao Humana,DF,Ciências da Saúde,Medicina,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Retina e Vitreo,SP,Ciências da Saúde,Medicina,1,188500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Sociologia,SP,Ciências Humanas,Sociologia,1,149825,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Tecnologia de Embrioes,SP,Ciências Agrárias,Medicina Veterinária,1,49960,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Telecomunicacoes,RJ,Engenharias,Engenharia Elétrica,2,129519,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Terapias Cognitivas,RS,Ciências Humanas,Psicologia,1,87998,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Toxinologia,SP,Ciências Biológicas,Farmacologia,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Vacuo,SP,Engenharias,Engenharia de Materiais e Metalúrgica,1,20000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Virologia,RJ,Ciências Biológicas,Microbiologia,1,70000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira de Zootecnia,DF,Ciências Agrárias,Zootecnia,1,78500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Brasileira para o Progresso da Ciência - São Paulo,SP,Ciências Sociais Aplicadas,Turismo,1,38756,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Cardiologia do Estado de Sao Paulo,SP,Ciências da Saúde,Medicina,1,14900,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Cardiologia do Rio Grande do Sul,RS,Ciências da Saúde,Medicina,1,18000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Investigacoes Florestais,MG,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,2,32100,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Medicina Desportiva do Rio de Janeiro,RJ,Ciências da Saúde,Medicina,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Medicina Veterinaria do Maranhao,MA,Ciências Agrárias,Medicina Veterinária,1,28720,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Teologia e Ciencias da Religiao,MG,Ciências Humanas,Teologia,1,25000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade de Veterinaria do Rio Grande do Sul,RS,Ciências Agrárias,Medicina Veterinária,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Entomologica do Brasil,PR,Ciências Agrárias,Agronomia,2,297191,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Internacional de Microeletronica e Emp,SP,Engenharias,Engenharia Elétrica,2,42670,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Latino Americana de Biomateriais e Orgaos Artificiais,MG,Engenharias,Engenharia de Materiais e Metalúrgica,1,25000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Latinoamericana de Nutricao,SP,Ciências da Saúde,Nutrição,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Medico Cirurgica do Para,PA,Ciências da Saúde,Medicina,1,49910,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade Nordestina de Producao Animal,PB,Ciências Agrárias,Zootecnia,2,22013,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Sociedade RioGrandense de Infectologia,RS,Ciências da Saúde,Medicina,1,14500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,The Institute of Eletrical and Elect Engineers,BA,Ciências Sociais Aplicadas,Administração,1,54589,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Uniao da Geomorfologia Brasileira,SP,Ciências Exatas e da Terra,Geociências,1,48073,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Uniao Nacional dos Estudantes,SP,Outra,Multidisciplinar,1,150000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Candido Mendes,RJ,Lingüística, Letras e Artes,Lingüística,1,14500,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Brasilia,DF,Ciências Humanas,Psicologia,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Brasilia,DF,Ciências Sociais Aplicadas,Direito,1,14740,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pelotas,RS,Ciências Exatas e da Terra,Ciência da Computação,1,31200,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pelotas,RS,Ciências Sociais Aplicadas,Serviço Social,1,6000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Biológicas,Microbiologia,1,11500,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências da Saúde,Fonoaudiologia,1,14000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Humanas,Arqueologia,1,11488,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Humanas,Educação,1,27240,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Sociais Aplicadas,Administração,1,10300,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Sociais Aplicadas,Comunicação,1,7620,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Sociais Aplicadas,Direito,2,59000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Ciências Sociais Aplicadas,Turismo,1,15292,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Pernambuco,PE,Engenharias,Engenharia Sanitária,1,23729,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Católica de Petrópolis,RJ,Engenharias,Engenharia Mecânica,1,15000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Catolica de Santos,SP,Ciências Sociais Aplicadas,Administração,1,11950,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Católica Dom Bosco,MS,Ciências Humanas,Educação,2,61300,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Comunitária da Região de Chapecó,SC,Ciências Humanas,Educação,1,14873,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade Comunitária da Região de Chapecó,SC,Lingüística, Letras e Artes,Letras,1,10000,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade da Regiao de Joinville,SC,Lingüística, Letras e Artes,Artes,1,17933,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Biológicas,Botânica,1,39000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências da Saúde,Saúde Coletiva,1,19880,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Ciência da Computação,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Física,2,66000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Exatas e da Terra,Química,1,5900,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Humanas,Ciência Política,2,314410,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Humanas,Educação,1,12100,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Humanas,Filosofia,3,50861,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Humanas,História,2,72680,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Humanas,Psicologia,1,28900,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Administração,2,54778,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Desenho Industrial,2,374084,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Direito,1,14185,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Economia,1,65800,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,1,44529,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Ciências Sociais Aplicadas,Turismo,2,87836,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Engenharias,Tecnologia e Inovação,1,44627,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Lingüística, Letras e Artes,Artes,2,125979,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Brasilia,DF,Outra,Divulgação Científica,1,50000,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Caxias do Sul,RS,Ciências Agrárias,Agronomia,1,8400,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Caxias do Sul,RS,Ciências Humanas,Filosofia,1,3730,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Caxias do Sul,RS,Ciências Sociais Aplicadas,Turismo,2,18673,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Fortaleza,CE,Outra,Multidisciplinar,1,65494,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Franca,SP,Ciências Exatas e da Terra,Química,1,9718,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Guarulhos,SP,Ciências Exatas e da Terra,Geociências,1,5540,,
2006,Demanda,Chamada CNPq Nº 01/2006 - Promoção de Eventos Científicos,Universidade de Marilia,SP,Ciências Humanas,Psicologia,1,11645,,
